f1_note_count,f2_pitch_mean,f3_pitch_std,f4_pitch_range,f5_unique_pitches,f6_unique_pitch_classes,f7_pitch_class_entropy,f8_most_common_pc_ratio,f9_high_pitch_ratio,f10_low_pitch_ratio,f11_vel_mean,f12_vel_std,f13_vel_range,f14_loud_note_ratio,f15_soft_note_ratio,f16_dur_mean,f17_dur_std,f18_dur_max,f19_ioi_mean,f20_ioi_std,f21_note_density,f22_staccato_ratio,f23_legato_ratio,f24_interval_mean,f25_interval_std,f26_interval_max,f27_unison_ratio,f28_stepwise_ratio,f29_leap_ratio,f30_octave_leap_ratio,f31_pitch_skew,f32_pitch_kurt,f33_dur_skew,f34_ioi_skew,f35_pc_0_ratio,f36_pc_1_ratio,f37_pc_2_ratio,f38_pc_3_ratio,f39_pc_4_ratio,f40_pc_5_ratio,f41_pc_6_ratio,f42_pc_7_ratio,f43_pc_8_ratio,f44_pc_9_ratio,f45_pc_10_ratio,f46_pc_11_ratio,f47_simultaneity_mean,f48_simultaneity_max,f49_single_note_ratio,f50_thick_chord_ratio,f51_offbeat_ratio,f52_minor3rd_ratio,f53_major3rd_ratio,f54_perfect4th_ratio,f55_tritone_ratio,f56_perfect5th_ratio,f57_minor6th_ratio,f58_major6th_ratio,f59_minor7th_ratio,f60_major7th_ratio,filename,composer
513,64.27290448343079,13.920394211184366,69,57,12,3.2018495572739205,0.1793372319688109,0.3255360623781676,0.14814814814814814,71.28265107212475,13.37129213653888,51,0.31189083820662766,0.0,1.1003898635477583,0.743769776365734,4.0,0.251953125,0.3997496563266689,3.976713358811172,0.003898635477582846,0.2124756335282651,10.78125,10.402401690835632,57,0.13671875,0.068359375,0.662109375,0.1171875,-0.7704019793428811,-0.07267406824708633,1.9145652676833835,2.6196713886663905,0.031189083820662766,0.12280701754385964,0.017543859649122806,0.14814814814814814,0.11306042884990253,0.03508771929824561,0.1793372319688109,0.009746588693957114,0.11306042884990253,0.03313840155945419,0.042884990253411304,0.1539961013645224,2.728723404255319,8,0.3404255319148936,0.26063829787234044,0.19298245614035087,0.09375,0.0390625,0.03515625,0.0234375,0.05078125,0.025390625,0.0859375,0.029296875,0.01171875,lc4904021.mxl,Johannes Brahms
924,65.47943722943722,7.669344251090236,50,35,11,3.1108301364427358,0.21212121212121213,0.11471861471861472,0.04329004329004329,65.96861471861472,25.42649387394353,81,0.4253246753246753,0.0,0.5506854256854258,0.5658598250798877,7.5,0.14463705308775732,0.2295817638456615,6.9212964696893655,0.6428571428571429,0.0021645021645021645,6.541711809317444,5.544769439958548,48,0.06500541711809317,0.10834236186348863,0.6023835319609967,0.0552546045503792,-1.1814864962601204,2.115861794022467,4.69445042615626,8.948122112793996,0.10606060606060606,0.012987012987012988,0.06818181818181818,0.20238095238095238,0.0,0.07900432900432901,0.03787878787878788,0.13744588744588745,0.07034632034632035,0.04112554112554113,0.21212121212121213,0.032467532467532464,1.9659574468085106,7,0.5340425531914894,0.14042553191489363,0.6601731601731602,0.1419284940411701,0.08234019501625135,0.13217768147345613,0.056338028169014086,0.11267605633802817,0.050920910075839654,0.06825568797399784,0.030335861321776816,0.016251354279523293,lc4919879.mxl,Franz Schubert
591,62.96615905245347,10.533109765001598,51,47,12,3.199424908748828,0.19627749576988154,0.18274111675126903,0.08798646362098139,79.49746192893402,21.236073218486897,63,0.4433164128595601,0.0,0.38874788494077833,0.19564926591624038,1.5,0.13559322033898305,0.13117811912467356,7.387407657404282,0.5651438240270727,0.0,12.983050847457626,9.57679314611714,45,0.010169491525423728,0.05254237288135593,0.788135593220339,0.07288135593220339,-0.49816513692447284,-0.4076773935471394,1.9144636672495456,0.393688184129302,0.10998307952622674,0.02707275803722504,0.11336717428087986,0.018612521150592216,0.19627749576988154,0.08967851099830795,0.038917089678511,0.05752961082910321,0.049069373942470386,0.1692047377326565,0.00338409475465313,0.12690355329949238,1.870253164556962,6,0.4177215189873418,0.060126582278481014,0.6463620981387479,0.08813559322033898,0.061016949152542375,0.05254237288135593,0.06949152542372881,0.04915254237288136,0.02711864406779661,0.0847457627118644,0.01694915254237288,0.003389830508474576,lc4926375.mxl,Johannes Brahms
1250,60.2576,12.454751793592678,66,60,12,3.3841738646146897,0.1808,0.156,0.1648,88.8864,20.748163654646643,64,0.696,0.0,0.5796666666666667,0.3474236926610248,2.0,0.16293034427542033,0.19800582061131017,6.142475958349099,0.2816,0.004,12.764611689351481,10.150934432120604,53,0.088871096877502,0.020016012810248198,0.7574059247397918,0.1721377101681345,-0.4379282424664938,-0.4381096499346473,1.6388287380559206,1.0126387822295966,0.1808,0.0752,0.0352,0.052,0.12,0.1504,0.0408,0.0928,0.0968,0.0416,0.0752,0.0392,2.1404109589041096,7,0.3818493150684932,0.1113013698630137,0.6584,0.08006405124099279,0.053642914331465175,0.055244195356285025,0.02401921537229784,0.045636509207365894,0.041633306645316254,0.041633306645316254,0.008006405124099279,0.005604483586869495,lc4946175.mxl,Johannes Brahms
687,62.819505094614264,8.258524653313799,43,35,12,3.257841456722157,0.1804949053857351,0.16885007278020378,0.036390101892285295,100.42794759825327,16.63033230444317,63,0.9941775836972343,0.0,0.8922852983988355,0.5996470481543973,6.0,0.19387755102040816,0.24361910992476168,5.165374696430853,0.0,0.046579330422125184,9.314868804664723,5.881233228080598,32,0.02040816326530612,0.048104956268221574,0.7332361516034985,0.14723032069970846,-0.21477343390794515,-0.6588862268774576,5.270256657412853,0.46073929912086503,0.01455604075691412,0.1804949053857351,0.01455604075691412,0.10189228529839883,0.10625909752547306,0.03202328966521106,0.16448326055312956,0.039301310043668124,0.07860262008733625,0.03784570596797671,0.10771470160116449,0.1222707423580786,2.5730337078651684,6,0.4868913857677903,0.35580524344569286,0.2081513828238719,0.1239067055393586,0.07434402332361516,0.07871720116618076,0.03935860058309038,0.07871720116618076,0.048104956268221574,0.06559766763848396,0.014577259475218658,0.0029154518950437317,lc4946239.mxl,Johannes Brahms
265,66.8188679245283,5.578701296212891,24,18,11,2.824756899137862,0.26037735849056604,0.23773584905660378,0.0,67.6188679245283,16.54342549233054,51,0.27547169811320754,0.0,0.5827044025157232,0.3720440769878053,2.5,0.13446969696969696,0.239169378278175,7.464578462578519,0.28679245283018867,0.018867924528301886,6.590909090909091,4.89658901910693,23,0.09090909090909091,0.09848484848484848,0.5795454545454546,0.06060606060606061,-0.7517807138871476,-0.14117664122370366,2.1781239616471675,2.1502098100641587,0.0,0.26037735849056604,0.07169811320754717,0.0037735849056603774,0.16981132075471697,0.011320754716981131,0.04905660377358491,0.03018867924528302,0.06415094339622641,0.2188679245283019,0.007547169811320755,0.11320754716981132,3.1547619047619047,6,0.2261904761904762,0.4523809523809524,0.720754716981132,0.09848484848484848,0.13257575757575757,0.08333333333333333,0.03787878787878788,0.10984848484848485,0.07196969696969698,0.07954545454545454,0.007575757575757576,0.015151515151515152,lc4976769.mxl,Robert Schumann
391,62.72378516624041,9.169638659213744,43,27,10,2.9042332112775235,0.1867007672634271,0.1329923273657289,0.09207161125319693,95.43222506393862,5.220448179257503,15,1.0,0.0,0.3305626598465473,0.20125740420897675,1.75,0.10833333333333334,0.13969212178533505,9.25421883505716,0.7928388746803069,0.0,8.556410256410256,6.708253426698926,31,0.05897435897435897,0.06666666666666667,0.6102564102564103,0.05641025641025641,-1.050880327764699,0.6750245535311059,3.7351729767914743,1.3663983151202272,0.01278772378516624,0.1278772378516624,0.1867007672634271,0.0025575447570332483,0.10997442455242967,0.0,0.13810741687979539,0.1329923273657289,0.0076726342710997444,0.17391304347826086,0.0,0.10741687979539642,2.4135802469135803,5,0.14814814814814814,0.15432098765432098,0.639386189258312,0.1,0.1641025641025641,0.041025641025641026,0.04358974358974359,0.08974358974358974,0.05128205128205128,0.05641025641025641,0.04358974358974359,0.007692307692307693,lc4976849.mxl,Robert Schumann
429,65.35198135198135,8.47178930468424,41,32,12,2.947500595378498,0.23076923076923078,0.1655011655011655,0.04895104895104895,85.38461538461539,24.791698102028853,82,0.5734265734265734,0.0,0.7907925407925408,0.7026193592221072,3.0,0.14018691588785046,0.26237495930072735,7.149880835319411,0.1258741258741259,0.08624708624708624,7.719626168224299,5.962569214353049,28,0.0911214953271028,0.0630841121495327,0.6448598130841121,0.0911214953271028,-0.5063160200237675,0.06391764684100165,2.346756919684366,2.0525094527426573,0.13752913752913754,0.002331002331002331,0.10256410256410256,0.006993006993006993,0.1445221445221445,0.055944055944055944,0.02564102564102564,0.23076923076923078,0.013986013986013986,0.10722610722610723,0.002331002331002331,0.17016317016317017,3.7304347826086954,7,0.3130434782608696,0.591304347826087,0.40093240093240096,0.13551401869158877,0.06542056074766354,0.09813084112149532,0.004672897196261682,0.12149532710280374,0.07476635514018691,0.07009345794392523,0.014018691588785047,0.004672897196261682,lc4978368.mxl,Robert Schumann
612,61.77124183006536,9.178510517540587,39,35,12,2.9246301883024493,0.2222222222222222,0.16176470588235295,0.06862745098039216,72.32352941176471,20.692738976916083,45,0.5620915032679739,0.0,0.318218954248366,0.20314530572933506,1.75,0.07242225859247135,0.11840558601560836,13.830195927775645,0.8349673202614379,0.0,8.057283142389526,7.447030086090457,28,0.1718494271685761,0.03927986906710311,0.5973813420621932,0.062193126022913256,-0.09935170427561628,-1.0375331979959708,4.647269582451265,3.4666420124649053,0.0032679738562091504,0.10947712418300654,0.19117647058823528,0.004901960784313725,0.14052287581699346,0.008169934640522876,0.14705882352941177,0.08006535947712418,0.0016339869281045752,0.03594771241830065,0.05555555555555555,0.2222222222222222,2.8465116279069766,6,0.3813953488372093,0.44651162790697674,0.7875816993464052,0.10638297872340426,0.0851063829787234,0.07528641571194762,0.031096563011456628,0.06546644844517185,0.044189852700491,0.07692307692307693,0.04746317512274959,0.009819967266775777,lc4978373.mxl,Robert Schumann
700,57.54714285714286,11.677783809177045,48,44,12,3.203164508761737,0.16142857142857142,0.04857142857142857,0.23142857142857143,84.75571428571429,20.147074482516853,63,0.6114285714285714,0.0,1.3478571428571429,0.9640293309959028,4.5,0.33261802575107297,0.5552987171374263,3.010739738753812,0.011428571428571429,0.21142857142857144,10.831187410586553,8.44675997634149,39,0.07010014306151645,0.08011444921316166,0.7110157367668097,0.21745350500715308,-0.47379346425343144,-0.7394813694824536,1.1351314304433444,1.9366092380468125,0.14285714285714285,0.008571428571428572,0.08142857142857143,0.02142857142857143,0.1457142857142857,0.03857142857142857,0.07714285714285714,0.13,0.03142857142857143,0.14714285714285713,0.014285714285714285,0.16142857142857142,2.7777777777777777,6,0.2777777777777778,0.34523809523809523,0.5371428571428571,0.08297567954220315,0.055793991416309016,0.05150214592274678,0.030042918454935622,0.03719599427753934,0.02861230329041488,0.04005722460658083,0.01859799713876967,0.01430615164520744,lc4978379.mxl,Robert Schumann
